credit_score,age,anciennete_ans,solde,nb_produits,carte_credit,membre_actif,salaire_annuel,pays,sexe,churn
838,56,14,87204.47216813144,4,1,1,67064.14005080113,France,H,0
748,70,8,31790.804070167917,2,0,1,20747.252907255664,France,H,0
332,54,19,85356.17375676242,4,1,0,37687.48760066266,France,F,1
785,69,11,68701.52770490276,2,1,1,43409.2049512718,Allemagne,F,0
386,36,14,29264.263840229338,4,0,1,52154.77102079487,France,H,0
361,18,18,22213.533517846008,3,0,1,20277.066149271304,France,F,0
802,50,18,87032.44023027812,4,1,1,36289.48838279274,Espagne,F,0
667,67,4,90631.73531620778,2,0,0,51508.43355593657,France,H,1
837,68,17,14881.667759964032,2,1,1,85855.89054411405,Espagne,F,0
810,54,16,68904.88028788714,2,0,0,72786.543973691,Allemagne,H,1
321,43,11,9693.803458995826,1,0,1,15096.164248113506,Allemagne,H,1
668,25,7,41404.0315780262,3,0,0,68091.75400821425,Allemagne,F,0
548,43,11,3708.499381763111,1,1,0,59766.859148385854,Allemagne,F,1
394,43,11,55836.12739539698,3,0,1,82312.8073336011,Allemagne,F,0
817,45,19,66777.42546860657,1,1,0,71069.98439669466,Allemagne,F,1
795,31,15,117176.00425735446,2,1,0,69731.45370819623,Espagne,H,1
414,49,12,46395.361743886715,3,1,0,57315.68389067062,Espagne,F,1
620,57,14,11800.299284215362,4,1,1,51404.50977097314,Espagne,H,0
530,68,5,60401.73690351457,4,1,1,69248.5828479399,France,H,0
302,71,8,46029.30636851656,1,1,1,22116.45534967946,Allemagne,F,1
682,55,13,30851.94119998147,4,1,1,42736.5239684914,France,F,0
521,74,17,44111.51141347405,2,1,1,23073.992373820995,Allemagne,F,0
455,29,9,54308.90409352243,3,0,1,69572.00890292294,France,H,0
361,67,4,39890.30010021731,1,0,0,88534.81206243549,France,H,1
405,58,19,90423.11194173872,4,1,1,73996.0947932003,France,H,0
451,40,8,49793.73637713978,1,0,1,32275.652926507944,Allemagne,H,1
495,35,6,130295.80996811039,1,1,1,58119.29963533846,France,H,1
458,51,0,78527.59428288661,2,0,0,64140.22510702719,Espagne,F,1
467,29,5,21624.034435523135,4,0,1,40459.698169581316,France,F,0
664,68,15,13212.420130760234,3,0,0,74080.35075868931,Allemagne,H,1
612,70,9,91653.91562903363,2,1,0,50423.46166645621,France,F,1
341,36,16,45764.145173374214,3,0,1,49075.9840353795,Espagne,H,0
682,57,13,89403.98763229806,3,0,1,48427.08056618951,France,H,0
822,55,17,52482.82234837438,2,0,1,62549.968469602114,France,H,0
612,29,13,56043.164095397035,2,1,1,71180.82229916644,Espagne,F,0
682,62,9,71710.0300672081,3,0,1,35615.39403412359,Allemagne,F,0
668,74,10,52607.15236822343,4,0,0,8443.226210190645,Allemagne,H,1
550,73,16,72577.76000528871,3,1,1,76614.44962584347,Espagne,H,0
791,58,15,62411.23268877599,2,0,0,40631.317244497644,France,H,1
614,48,18,104123.80257824887,2,0,1,56735.84411490428,Allemagne,H,0
792,27,17,67964.74732606002,4,0,0,17119.03570914609,France,H,1
582,55,12,34845.04712240756,1,1,1,39862.08138459607,France,F,0
584,22,17,65538.6917194895,3,1,0,47436.01644258847,France,F,0
619,44,18,43567.536756739064,4,1,0,44156.851700929525,Allemagne,H,0
656,33,11,91902.91135242,1,1,0,61638.03596625151,France,H,1
356,61,8,52361.910665198964,3,1,1,64747.31264638921,France,H,1
319,34,13,76396.81248075541,2,1,1,35318.503501734565,France,F,0
414,29,16,31653.227765031017,3,1,0,29300.251419683278,Allemagne,H,1
734,73,3,14925.779340904657,4,1,0,54456.63542514295,Allemagne,H,1
663,53,8,69501.80181054755,3,0,1,53208.31851765789,France,F,0
510,57,14,26767.916706894037,4,0,0,110533.64158957436,France,H,0
561,49,16,25661.26024682218,3,0,0,46645.025920247004,France,F,1
731,71,7,39107.53420136636,1,1,0,68201.38559329169,France,F,1
703,47,0,43616.98016796167,2,1,0,65772.03254417736,France,F,1
496,25,0,108719.76053342974,1,1,1,34736.35028550528,Espagne,F,1
744,41,7,70356.32013241026,1,0,1,72271.7698715589,France,F,0
499,64,6,48140.45677496628,3,1,0,50983.28731827271,Allemagne,F,1
553,44,2,1107.1500420569864,3,0,1,60982.37150591185,Espagne,H,0
567,37,5,54955.37411879402,3,0,1,47532.625191107036,France,F,0
733,36,12,48012.5697215562,3,0,1,37620.245834052264,France,H,0
741,39,0,31712.19629695636,4,1,1,45650.31124097275,Espagne,F,0
419,56,0,95667.8885182088,4,0,1,68732.4044475332,Allemagne,H,0
697,43,19,72226.08701904227,1,0,0,48924.280324886575,France,F,1
632,31,3,31871.864397482957,3,1,0,36817.96224856405,France,H,1
634,58,9,22501.811841988878,3,0,0,70741.22190006485,Allemagne,H,0
330,58,4,54149.80495753186,1,1,0,65095.71640122927,France,H,1
724,64,16,95474.6416611546,4,0,1,32352.719666836278,France,F,0
724,29,17,64793.43494469198,2,0,1,45317.04724574747,Allemagne,H,0
749,27,11,71983.8045530708,2,0,0,54432.65587064815,Allemagne,H,0
647,33,5,79942.38840135011,2,0,0,64814.83364277214,Allemagne,H,0
381,68,17,74317.2653325536,1,0,1,45608.38690539419,France,F,1
321,74,5,19423.276386339523,1,0,0,75250.25585092047,France,H,1
724,74,11,85091.49100817104,2,1,1,66623.11251365098,Allemagne,F,0
807,23,18,99016.54020574626,2,1,0,49813.63338629062,Allemagne,F,0
451,44,4,16600.375116143325,2,0,1,70884.26987451215,Allemagne,H,0
709,44,0,93685.72088042801,2,1,1,33397.7690445705,France,H,0
817,51,17,32680.923975175774,4,0,0,80019.19121886497,Allemagne,H,0
716,31,12,43748.86470093068,1,0,0,62497.09989266998,Allemagne,H,1
616,52,17,11698.370384303264,1,0,0,25903.74890380833,France,F,1
653,39,16,76189.0480792585,4,0,0,24266.58864475782,Espagne,F,1
603,56,14,49379.25772833496,4,0,0,27313.43382177518,France,F,1
443,26,18,30795.478949609143,3,0,1,36028.67551905454,France,F,0
366,69,17,30314.074850300993,2,1,1,55877.84311699481,France,H,1
672,39,11,88840.0081858133,2,1,1,83080.6261593776,France,H,0
322,74,1,48213.06628257309,1,0,0,91123.14745099912,Allemagne,H,1
373,36,0,39863.7065316796,4,0,1,71748.22100685126,France,F,1
642,62,14,2636.960158182228,2,0,1,43030.905854805256,Espagne,F,0
499,65,7,37773.44906717994,2,1,1,38451.942903082025,Espagne,F,1
383,19,14,33821.54234626655,4,0,1,64198.58679618477,Espagne,F,0
811,51,16,38899.10530981724,4,1,0,80456.72711457172,France,H,0
561,73,7,67681.27088243914,2,0,0,51861.632579541154,France,F,1
805,55,8,91894.48860473919,1,1,0,53771.63118785184,France,H,1
314,24,10,29178.927164364573,2,1,1,93991.55973566583,France,F,0
711,59,7,110908.04295493815,2,0,0,50297.89806463248,Allemagne,H,0
426,44,7,76382.6916093914,3,0,1,52510.56168219098,France,F,0
646,59,11,57924.977343192535,1,0,1,69826.93132570655,Espagne,H,0
557,45,2,74932.60011620382,1,0,1,77751.68688418562,Allemagne,H,0
418,40,17,114661.86278801167,2,0,1,18625.981991620858,Allemagne,H,0
337,69,17,73216.15383938403,1,1,0,46856.433975040854,France,F,1
773,26,6,32463.64003541286,3,1,1,29669.28153944882,Espagne,H,0
426,63,12,67741.34532896921,2,0,1,67097.17005015397,Allemagne,F,1
339,49,1,42932.510768978485,2,1,0,66162.23535851581,Allemagne,F,1
340,28,7,59415.91620769875,3,0,1,64044.204329897984,Espagne,F,0
340,52,5,33962.432737651325,3,0,1,60952.90754166092,Espagne,H,0
607,63,0,55344.38709213071,1,1,0,31603.234614775774,Espagne,F,1
511,37,1,62731.3937395446,3,1,1,49850.964370152375,France,F,0
390,27,13,117055.69499874939,1,0,0,79206.8377363235,France,H,1
443,59,3,44835.731851071294,3,0,0,39000.83610967857,Allemagne,H,1
573,28,0,42217.72365362961,4,1,1,41934.42336901661,Espagne,F,0
763,37,18,13614.85434155204,3,0,0,58351.26730754484,Espagne,H,0
677,56,3,103512.26307613897,3,0,1,48734.52309340285,France,H,0
725,56,11,53361.21032843887,1,1,1,43391.73782056778,France,H,0
650,22,3,43165.543713659834,4,0,1,114621.80455506346,Allemagne,H,0
753,69,4,111159.04173559057,4,0,1,10387.94269200528,Allemagne,H,0
320,31,18,52108.169717672194,3,1,0,51812.66738779871,France,H,1
339,67,14,55548.247253125024,4,1,1,57069.04954964816,France,H,1
401,68,13,69954.07314567169,3,1,0,18141.329297162978,France,H,1
778,29,5,76651.1268399425,3,0,1,86110.55694675735,France,H,0
429,52,0,75422.82712450731,3,1,1,62557.56647293327,France,F,0
673,66,17,32231.116342016143,3,1,0,64028.11981764661,France,H,1
665,74,1,50953.30452783895,3,0,1,38863.31171788258,France,H,0
366,29,10,18849.426233566563,2,0,0,60029.20901842198,Allemagne,F,1
553,19,5,100793.97501545731,4,0,1,64796.54493627917,Espagne,H,0
694,30,10,72766.7080137697,1,0,1,38193.08808142863,France,H,0
697,31,19,66321.11749935143,1,1,0,54218.52059923919,France,H,1
826,33,4,105110.15937262365,1,1,1,40526.43070335997,France,H,0
815,50,16,40430.45815171466,3,0,0,51503.98210244478,Espagne,H,1
559,59,19,59010.667616302555,2,0,0,49259.578132618786,Espagne,F,0
639,64,10,5473.377783509946,2,1,0,44116.27067254095,Espagne,H,1
752,19,5,14476.4613282051,3,0,0,51720.33983728365,France,H,1
620,26,0,29148.618009060327,1,0,0,30414.944406259958,France,H,1
527,43,7,79778.39129077121,3,1,1,64854.683176691244,France,F,0
783,51,17,102919.69599082132,3,1,0,58457.02668353796,Allemagne,H,1
756,51,9,51256.86948376542,3,1,1,57286.71936809522,Espagne,H,0
303,49,4,65088.20920571218,1,1,1,13085.240499611209,France,H,1
443,43,6,50331.34361792016,3,1,0,64541.50341049894,France,F,1
598,27,18,85429.27699582757,4,1,0,55663.269572581325,Allemagne,H,1
693,26,4,23463.942804449594,2,0,1,47237.56203253348,France,H,0
722,29,4,57246.326540807786,2,0,0,58109.37103499228,France,F,1
670,71,5,64865.650164164006,3,1,1,17866.025810002313,France,F,0
620,46,0,73450.27896955008,4,0,1,37115.24662106325,France,H,0
677,38,0,105639.61374592534,2,1,1,52875.428702713456,France,F,0
831,21,4,83272.92483864483,3,0,0,19373.041876675685,Espagne,F,1
664,42,11,73050.0683953043,1,0,0,57291.53968415849,Espagne,H,1
421,36,0,83130.36834763658,1,1,1,48128.340827518856,Espagne,F,1
599,24,10,72014.13105933368,1,0,1,44557.831032337606,France,F,0
330,21,14,73250.7462251152,1,1,0,24357.7246228303,Espagne,H,1
587,27,16,74309.21199821166,1,0,1,60259.14735180616,Espagne,H,0
447,42,9,35875.130242265994,3,0,1,54989.54189944862,France,H,0
770,74,14,61550.31632740381,3,1,1,68010.57288502074,Allemagne,H,0
375,52,14,99048.64176829509,2,0,1,87150.61445756364,Allemagne,F,0
578,33,12,56202.227768256926,4,0,0,59966.75463578462,Espagne,H,0
618,47,7,28202.490674031164,3,0,0,45949.599065726754,France,F,1
844,69,14,32415.49141156193,1,1,0,70038.9152698109,France,F,1
613,23,13,49844.873188157195,2,0,1,47617.96733551746,Allemagne,F,0
685,57,10,70621.53398605777,4,0,1,45734.48165053199,Espagne,H,0
567,62,6,43865.614634558224,3,1,0,109167.9164881142,Allemagne,H,1
323,19,13,70664.63060944412,2,0,1,50769.88684566646,Espagne,F,0
704,58,17,56182.24574398668,4,0,0,79264.88445283019,France,H,0
675,59,11,73739.94846294035,2,0,0,51918.29614483882,Espagne,F,0
629,33,18,47461.34969675815,4,1,0,34518.823981107234,Espagne,F,0
337,22,18,39386.02940410149,3,1,0,27013.08027838464,France,H,1
459,50,2,76529.9860410886,3,0,0,83276.11525799043,France,F,1
604,51,17,59170.63220540938,3,1,1,47601.13894039106,Allemagne,H,0
456,53,17,67219.07130539854,3,1,1,22531.1783711999,Allemagne,H,0
416,18,14,56921.29766761068,1,0,0,55197.13766493721,Allemagne,F,1
561,39,16,80821.26987548548,1,1,0,26566.203579925066,France,H,1
836,32,13,17116.754869560616,1,1,1,27203.320771394283,France,H,0
512,71,6,47513.944955745035,1,0,0,53930.366153785326,Allemagne,F,1
527,72,18,46427.64985584227,4,0,0,120897.71009365503,France,F,1
305,26,18,95481.60066425178,3,1,1,53806.89382669229,France,F,0
622,68,3,82974.65171328526,1,0,0,35697.6391351349,Espagne,H,1
446,44,5,44553.821681610054,2,1,0,84984.72274753975,Espagne,H,1
758,63,15,33761.21279107187,1,1,0,90450.78233468873,Espagne,H,1
426,35,18,135186.7080474402,4,0,0,56230.16230549408,France,F,1
454,60,7,97342.40916207441,2,0,1,51345.5610154088,France,F,0
688,49,15,67576.20697382526,2,0,0,90402.87533676295,France,H,0
790,56,3,20050.782901504746,2,0,1,72305.12109668752,Allemagne,H,0
416,42,18,41003.78318215882,2,1,1,63673.34127330481,Espagne,F,0
671,36,8,49805.16810809631,1,0,0,27639.53158824177,France,F,1
322,71,2,122584.83322993957,1,1,0,64622.931914461726,France,F,1
691,60,14,94735.42933479967,3,1,0,83688.14958596865,France,H,0
784,67,10,11218.291280287776,4,0,0,76104.7177872984,France,H,1
308,40,5,101421.8279331628,4,1,1,27616.956229556767,Allemagne,F,0
813,21,13,78364.17925800217,1,1,0,20061.36410178407,Espagne,F,1
389,25,17,74106.5881707002,2,1,1,64664.895314498,Espagne,F,0
426,25,14,72913.49863325662,1,1,0,49781.81073303681,Allemagne,H,1
564,20,8,119074.31190846293,1,1,1,63246.106856378654,France,F,0
719,39,17,109136.47050057589,1,1,1,78548.20118744981,Allemagne,H,0
468,30,7,47535.2484791763,1,0,1,77867.34177500667,France,H,1
831,38,1,2530.480385931369,2,0,1,38220.53009584457,France,F,0
508,64,6,97094.50016798932,4,0,0,44438.84024093803,France,H,1
642,52,10,12515.635697326077,3,1,1,1160.6118610287303,Allemagne,F,0
844,47,14,50627.558883539445,4,0,1,26134.538701585156,Espagne,H,0
397,23,12,66397.74161121483,3,0,1,91563.91127362751,Espagne,H,0
681,50,7,36354.35872775182,4,0,1,59442.52652109418,Espagne,H,0
632,36,14,90627.08084851058,4,1,0,41480.65343905383,France,H,1
806,37,14,15896.110323657733,2,0,1,55739.786197641006,Allemagne,H,0
728,69,0,65480.063068570125,2,0,1,48366.8185665593,Allemagne,F,0
545,28,17,57932.612507755664,2,0,1,57898.46324304785,France,H,0
642,35,12,39606.24591928423,1,1,1,51352.774217308186,Espagne,H,0
777,33,7,37937.223330943234,4,0,0,64625.82092207985,France,H,1
699,57,7,1485.7794857858244,1,1,1,49602.962874047946,France,F,0
395,23,18,4076.8762085481794,2,0,1,67138.3273676929,Allemagne,F,0
340,33,2,40040.096621587654,1,1,0,61810.968732397436,France,F,1
614,29,3,49861.978402582194,2,0,0,41855.5422388459,Allemagne,H,0
397,19,5,68889.74909308928,4,1,0,72861.6454027087,Espagne,F,1
540,23,2,63631.035694880935,3,0,1,26733.770329018545,Espagne,H,0
540,46,8,788.5282703333141,2,1,1,27162.612779667226,France,H,0
693,18,16,50353.819184798864,4,0,0,33105.7026931226,France,H,1
807,53,6,13721.184804773875,2,1,0,26977.82860436012,France,F,0
733,52,2,65972.21766362795,2,0,0,32448.627717102572,France,F,0
597,61,9,39845.21417788124,2,1,0,43852.59311680562,France,H,1
649,34,16,45754.51680427737,1,0,1,59448.707046265314,France,H,0
690,36,8,38699.049452049134,3,1,0,83363.60571759849,Allemagne,F,0
658,68,14,103784.06677939364,2,1,1,46507.71804659798,France,H,0
812,62,13,93003.2181460833,3,0,0,23355.104369684097,Espagne,F,1
617,70,10,21451.228573952896,4,0,0,23188.743569415117,France,H,1
404,36,10,56286.32126947676,3,0,1,79165.1295856294,France,H,0
314,22,2,26695.480022628442,3,1,1,33347.56043338262,Espagne,H,0
670,30,4,24356.700473047487,1,0,0,63638.94131569276,France,H,1
818,50,8,78105.72111388667,4,0,0,48105.855839874705,Allemagne,H,1
556,20,18,15594.451052969154,1,0,1,59325.42356214236,Espagne,H,0
718,45,0,32814.56667027985,2,1,1,55099.124507532695,Allemagne,H,0
704,19,9,7968.153078631163,1,0,1,74251.54990866878,Allemagne,F,0
478,27,5,74686.28044203538,2,0,1,79226.95493426244,Espagne,F,0
480,20,17,15084.711588113685,3,0,0,75261.68880720077,France,F,1
822,34,10,63823.95157029491,3,1,1,81348.63975489685,France,H,0
315,51,18,63851.779715244025,3,1,1,749.3410291601758,France,H,0
576,48,14,16592.59633650059,1,0,0,17076.57590664899,Espagne,H,1
471,34,3,38545.8237831305,3,1,0,57745.418689726495,France,H,1
563,72,0,32360.88932723204,2,1,1,75801.90898134877,Allemagne,H,1
623,38,3,84766.39485320814,4,1,1,64332.835061062964,Allemagne,H,0
702,34,2,81775.33776044112,2,0,0,62199.2426475741,France,F,0
799,56,6,23868.819333014726,2,1,1,56974.707874646476,Espagne,F,0
491,54,3,41534.33585990804,2,1,1,48584.79128644118,France,F,0
455,59,17,59222.97969117596,1,0,1,85630.81739727831,Espagne,H,1
631,24,3,26444.601657090403,1,1,1,70248.66176013745,Espagne,F,0
681,71,0,71625.11675057649,3,0,1,98059.06896294824,Espagne,F,0
631,43,4,42515.20428511806,2,1,0,52724.85662702306,France,H,0
302,71,11,60652.989310535784,2,1,0,38955.17771849739,France,F,1
690,57,14,34649.100276653306,1,0,1,39236.71311007732,France,F,0
733,43,11,37673.58645697124,4,0,1,43904.33904001497,Espagne,F,0
834,69,15,81585.17910474571,2,1,1,49908.97956230365,France,F,0
669,42,3,45987.176370659065,3,0,0,60408.26364321275,Allemagne,H,0
736,22,5,71904.62191385897,3,1,1,55525.67878798017,France,H,0
354,64,2,104747.19265104084,2,1,1,44026.788237499575,Espagne,F,1
530,35,11,30655.977847250975,2,1,0,62423.56887671106,France,H,1
369,22,3,40180.786022385975,1,1,0,61573.97486221678,France,F,1
625,74,12,20407.576301715213,4,1,0,674.4888206473624,Espagne,F,1
426,36,17,65336.000134169386,4,1,0,84952.67889372312,Allemagne,H,1
758,42,9,77689.68569283687,1,0,1,55765.217518177,Allemagne,F,0
648,30,8,48971.16557348902,3,0,1,28394.488235046756,Espagne,H,0
830,19,2,48133.34878289895,4,0,1,93941.17831830576,France,H,0
592,60,10,67379.85737627586,1,1,1,78990.91789826516,France,H,0
492,35,5,26871.347573039355,1,1,1,27868.179229083238,Allemagne,F,1
603,37,19,15478.208820235894,4,0,1,34620.85082875086,Allemagne,H,0
343,53,1,78167.83840910775,3,0,0,36906.30777670955,France,H,1
844,22,5,31490.912333841185,3,1,1,73788.16592255452,France,F,0
651,32,3,60195.57723654542,3,0,0,64381.99192670853,France,H,1
410,55,10,42160.76781668411,1,0,0,83373.10670701346,Allemagne,H,1
771,32,0,74196.15505429565,3,0,1,23946.228257510524,Allemagne,H,0
512,65,15,88751.51130287141,2,1,0,28481.458566457834,Espagne,F,1
680,29,12,47124.8106051546,4,1,1,75932.74482488491,Espagne,H,0
631,32,13,51641.195893469194,1,1,1,60015.90861040777,France,F,0
694,66,5,52230.28665256387,2,1,1,19600.181913323584,France,H,0
417,19,19,103024.52514412109,3,0,0,38016.13994109955,Allemagne,F,1
815,47,10,65447.50165283969,4,0,1,63064.506973494936,France,H,0
761,43,0,28980.13315439628,4,0,1,35016.189909631226,Allemagne,H,0
735,53,4,27389.842704697137,1,1,0,76230.52007505047,Espagne,F,1
517,37,1,79194.30137206755,3,1,0,40980.48687018031,France,F,1
501,65,18,53731.03454574739,4,0,1,67546.26064120083,Espagne,F,0
743,22,7,59641.47424878187,4,1,0,41409.573469801515,Allemagne,H,1
637,58,9,49511.202953911954,4,1,1,78698.72216938651,Allemagne,F,0
800,25,8,23300.53258755016,1,1,1,41620.41971766464,Allemagne,F,0
536,49,10,90963.26422856517,4,0,1,33449.96570507079,Allemagne,H,0
762,41,14,19231.4543322745,3,1,0,67529.8951615383,France,H,1
614,64,10,84121.26689558216,3,0,1,83565.63962244487,Allemagne,F,0
433,71,4,27574.55733360139,4,0,1,50424.472766630846,Allemagne,H,1
672,69,2,94085.24973629294,2,0,0,55397.60566769973,Allemagne,H,1
558,65,5,37462.8501110696,1,0,0,68890.83623334706,Allemagne,F,1
419,70,18,69578.73179134078,2,0,1,56435.90204493869,France,H,1
742,30,17,1957.1343410925474,3,1,1,97498.38598062024,France,F,0
569,20,12,68652.55938311343,4,1,0,32861.69253763545,France,F,1
650,54,15,46047.25667801323,3,0,0,80279.98526570789,Espagne,F,0
715,69,13,130013.30748898056,2,1,1,59846.9143728302,France,H,0
711,56,17,81949.93710079824,2,0,0,55028.66484137631,Espagne,F,1
461,61,15,27592.123342503983,4,1,1,61374.95888189777,Allemagne,H,1
630,48,10,77021.95071571192,3,0,1,88295.39144898835,France,H,0
383,47,3,94598.4124664302,1,1,1,60224.89461955053,Espagne,F,1
554,57,18,78005.91062086992,1,0,1,12051.110183624813,France,H,0
536,64,2,38268.463502761195,1,0,0,55002.61322587246,Allemagne,F,1
300,63,10,50327.56247219678,2,0,0,51402.08903075005,Espagne,H,1
498,63,3,53426.01257156337,2,1,1,92165.25081504713,France,H,1
435,65,12,91914.97854243492,2,1,0,81732.65876629189,France,H,1
417,24,5,874.3176937931203,3,1,0,34959.43528105927,France,F,1
790,38,17,65824.10497777778,2,0,1,49360.24774997477,France,H,0
717,58,17,92696.6195471336,4,1,0,44026.81023477777,Allemagne,F,1
581,41,18,107229.1400263349,2,1,1,34524.2937292187,France,F,0
715,22,1,71867.87262500027,2,0,0,73584.41022989443,France,H,1
616,47,19,76700.41668036263,1,1,1,51553.05046755886,Espagne,F,0
496,26,19,42790.17637728923,1,1,1,54489.306652490384,Espagne,H,1
520,38,0,56241.31573449391,1,0,1,34471.26555943458,France,H,0
666,48,5,50174.056705915296,2,1,1,73475.85082469718,France,F,0
567,52,16,77122.83735682695,3,1,0,75348.8470053896,France,H,1
409,20,13,32353.9507190302,4,0,1,94256.55358693705,France,F,0
474,48,7,37290.99462415413,4,1,1,28604.1810791513,Allemagne,H,0
700,66,7,79112.80706722206,2,1,0,37428.643215085016,Espagne,H,1
507,69,8,21135.533404320937,1,0,0,56494.253194029334,France,H,1
699,30,14,33606.55586517756,1,1,1,74222.10620222415,France,H,0
753,66,11,78902.39915113692,2,1,0,35000.10000487666,Allemagne,H,1
647,40,18,106221.76061335256,3,1,0,49358.16801019386,France,F,0
728,45,14,64146.7926669703,1,1,0,56399.23687657956,Espagne,H,1
728,52,7,46207.99850421144,2,1,0,65118.63549070196,Allemagne,F,0
382,33,4,76540.429538722,1,0,0,70331.73216289096,Allemagne,F,1
331,41,6,51007.776364169826,4,1,0,76344.95936409278,France,F,1
636,42,13,26746.135088801566,2,0,0,97747.33332079765,France,H,1
623,35,8,40201.441980094794,1,0,0,66849.19512300106,Espagne,H,1
753,19,15,78161.6424705045,4,1,0,34078.35111184191,France,F,0
704,60,18,19936.99316283651,4,1,0,77479.46085597319,France,H,1
343,27,8,49529.53301374931,2,1,1,66741.67010474404,Espagne,H,0
391,58,15,22423.143658525296,3,0,0,62441.69887290166,Allemagne,F,1
761,32,5,69761.53531849827,3,0,1,78246.0696701093,Allemagne,H,0
404,54,12,58090.29265321727,3,0,1,57645.9111429063,France,H,0
519,69,16,6013.104840026259,2,0,1,41754.286926397865,Allemagne,H,0
551,21,9,114073.25437835802,4,0,1,88775.47203345559,France,H,0
396,59,10,95483.86322172469,3,1,1,82602.94033992128,France,F,0
537,46,13,43247.238585880354,4,0,0,38211.98226394545,France,H,1
684,69,2,133277.00707527008,2,0,0,27691.81503469972,France,F,1
642,61,19,11092.10401142361,1,0,0,24180.797571536492,Allemagne,H,1
457,53,11,877.5184017286738,2,1,1,66871.19593215568,Espagne,F,0
654,74,2,59666.188282420364,1,0,0,32069.20247937228,France,F,1
388,45,3,26593.80041143039,3,0,0,66291.92202416135,Espagne,H,1
591,30,17,94378.17650772892,4,0,1,77689.26063645509,Allemagne,F,0
622,39,9,49629.8666421814,1,1,0,85610.89470254339,Espagne,H,1
458,68,8,65631.73524877353,2,0,0,67640.10851901937,Allemagne,F,1
401,69,8,72306.80722294033,4,0,0,45922.17515570092,Espagne,F,1
581,30,9,51109.81617028313,1,0,0,57301.514905839496,France,H,1
601,49,11,72888.0853543963,3,1,1,34052.9434217891,France,H,0
427,31,7,78897.49554743196,4,0,1,65909.61452129751,Espagne,F,0
817,69,4,67091.9255477287,1,0,1,64999.518263028614,France,F,1
375,37,9,39156.7775865194,4,1,1,71481.12033227221,Allemagne,F,0
711,44,15,94488.17303682813,1,0,1,55607.38836896501,France,H,0
573,45,8,40379.146816449895,2,1,0,65874.50022858917,Allemagne,H,0
568,19,17,38528.01284018011,4,0,0,49210.244998266324,France,F,1
750,72,8,82295.03827868338,2,0,1,47723.908613964566,France,F,0
586,74,5,30397.68399878511,2,1,0,94454.41653745993,Espagne,H,1
785,40,12,96822.48205027069,2,0,0,44951.20075260332,France,H,0
836,63,4,36646.35209854723,2,1,1,21818.36613824954,Espagne,F,0
547,29,0,71336.74646513813,3,1,1,83203.00105479048,Allemagne,H,0
303,55,19,100153.51002751308,2,0,1,59310.26846858808,France,H,0
628,37,9,77838.20628724236,2,0,0,51587.96913274025,Allemagne,F,1
781,34,13,1304.2667168660992,4,0,0,64794.6164534688,France,F,0
610,18,9,52896.63465955432,2,0,0,48060.96486171048,Espagne,F,1
545,56,11,89312.4843522806,4,0,1,74813.86261339119,Espagne,H,0
720,37,11,86176.50130740492,1,1,0,4470.850426606994,France,H,1
577,51,11,84913.45110421441,3,1,0,62134.11273769899,Allemagne,F,1
643,55,9,47663.39532538452,1,0,0,58359.96444038137,France,F,1
810,67,1,57538.69630708352,1,1,0,53580.18984798941,France,F,1
695,70,7,61067.140720473915,2,1,1,107133.62854094362,Espagne,H,0
840,31,11,17926.213262621313,1,0,0,51091.95813906712,France,F,1
695,63,8,58279.89494548447,3,0,0,37621.81529731217,Allemagne,H,1
412,19,15,55620.03507035771,1,1,0,60196.90371974675,France,F,1
351,62,12,46330.07156682958,3,1,0,68621.2354054902,France,H,1
722,40,7,72532.0621057403,1,1,0,50140.58451443106,France,F,1
797,21,14,75591.27615793198,4,0,1,72045.309928102,Allemagne,F,0
670,36,18,80926.49573181123,1,0,1,56994.347455994895,Allemagne,H,0
570,51,11,39999.922424063916,2,1,1,50880.48426715033,Allemagne,H,0
769,24,0,75543.07414593214,2,1,0,23690.298230186014,Espagne,H,1
338,64,4,16487.83723941764,4,0,0,18917.903257802325,Espagne,F,1
800,45,15,40599.2435218558,3,1,0,66209.94904500167,France,H,1
464,68,12,112611.35971397616,2,1,0,50281.12412577028,France,H,1
811,68,18,63349.913556073676,1,1,1,42999.032700412674,Allemagne,H,0
497,21,11,39093.17658439866,2,1,1,50213.09747248049,France,F,0
637,73,2,107099.96250273175,2,0,1,90501.96035566268,Espagne,H,0
464,20,5,41720.91951074645,1,0,1,50967.960214871855,France,H,1
833,49,10,22246.645688723205,1,1,0,64934.579332830064,Allemagne,H,1
381,46,16,40146.87942729046,1,0,0,73041.61903706078,France,F,1
576,68,10,27791.024247321475,3,0,1,54286.49581316163,France,F,0
598,28,10,51337.90200057085,1,0,1,77676.48961456274,Espagne,H,0
311,39,10,32002.282301532683,2,0,1,53700.87113436358,Allemagne,H,0
645,69,17,98314.88391009088,4,0,0,74490.87215830512,France,H,1
560,63,12,43109.080242203665,2,1,1,37843.57214352867,France,H,0
408,31,19,89443.47991085108,1,1,0,56249.18614665474,Espagne,F,1
553,26,1,75297.58078888175,3,0,1,23706.73593083743,France,H,0
536,40,1,49477.908178575846,2,1,0,57041.12535913293,France,F,1
657,23,5,90040.96679051637,4,1,0,77306.97691327715,Allemagne,F,0
443,48,5,74182.73373954554,4,1,0,65510.81416262702,Espagne,H,1
407,62,7,27451.665974781325,2,1,0,15701.086680284869,Espagne,F,1
